OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,INTPTLAT,INTPTLON,NAMELSAD10,UATYP10,joinMatch,BA_Climate,Shape_Length,Shape_Area
1763,32,003,002834,32003002834,28.34,Census Tract 28.34,+36.0169090,-115.1455744,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002834,Hot-Dry,0.050670935788911,0.000131746589500
1764,32,003,002956,32003002956,29.56,Census Tract 29.56,+36.1081117,-115.1944038,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002956,Hot-Dry,0.083401866615435,0.000398507594500
1765,32,003,002830,32003002830,28.30,Census Tract 28.30,+36.0350215,-115.1386828,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002830,Hot-Dry,0.059021416519172,0.000178567667500
1766,32,003,002957,32003002957,29.57,Census Tract 29.57,+36.0960904,-115.2611449,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002957,Hot-Dry,0.087288815472613,0.000266543189500
1767,32,003,002958,32003002958,29.58,Census Tract 29.58,+36.0961778,-115.2340524,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002958,Hot-Dry,0.050519293893452,0.000131143642000
1768,32,003,002822,32003002822,28.22,Census Tract 28.22,+36.0955855,-115.0708546,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002822,Hot-Dry,0.052726220718691,0.000144271239000
1769,32,003,002944,32003002944,29.44,Census Tract 29.44,+36.1044370,-115.2708283,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002944,Hot-Dry,0.059992947224029,0.000160940669500
1770,32,003,002946,32003002946,29.46,Census Tract 29.46,+36.1206673,-115.2122959,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002946,Hot-Dry,0.038347231224642,0.000090066353000
1771,32,003,002947,32003002947,29.47,Census Tract 29.47,+36.1348469,-115.2340194,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002947,Hot-Dry,0.073244765647543,0.000334156733000
1772,32,003,002949,32003002949,29.49,Census Tract 29.49,+36.1201236,-115.2384901,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002949,Hot-Dry,0.040352492815877,0.000100799198000
1773,32,003,002948,32003002948,29.48,Census Tract 29.48,+36.1072205,-115.2294674,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002948,Hot-Dry,0.047517899836323,0.000132937855500
1774,32,003,002961,32003002961,29.61,Census Tract 29.61,+36.0798429,-115.2337769,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002961,Hot-Dry,0.085821265574073,0.000449596740500
1775,32,003,003001,32003003001,30.01,Census Tract 30.01,+36.1701553,-115.2329399,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003001,Hot-Dry,0.053648144775947,0.000136489629000
1776,32,003,003003,32003003003,30.03,Census Tract 30.03,+36.1832934,-115.2521308,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003003,Hot-Dry,0.054470115570501,0.000166365056500
1777,32,003,002835,32003002835,28.35,Census Tract 28.35,+36.0098672,-115.1502415,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002835,Hot-Dry,0.031599724339719,0.000060975667500
1778,32,003,002836,32003002836,28.36,Census Tract 28.36,+36.0098284,-115.1412598,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002836,Hot-Dry,0.031546066125664,0.000061141527500
1779,32,003,002950,32003002950,29.50,Census Tract 29.50,+36.1114969,-115.2689552,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002950,Hot-Dry,0.056132256786235,0.000108452296500
1780,32,003,002951,32003002951,29.51,Census Tract 29.51,+36.1366391,-115.2699640,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002951,Hot-Dry,0.065092002379787,0.000261248560500
1781,32,003,002952,32003002952,29.52,Census Tract 29.52,+36.1195165,-115.2709086,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002952,Hot-Dry,0.057950151245541,0.000165143827500
1782,32,003,002953,32003002953,29.53,Census Tract 29.53,+36.1072484,-115.2569454,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002953,Hot-Dry,0.052491117136268,0.000119484777000
1783,32,003,003004,32003003004,30.04,Census Tract 30.04,+36.1758857,-115.2517507,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003004,Hot-Dry,0.042084442136751,0.000065836796500
1784,32,003,002905,32003002905,29.05,Census Tract 29.05,+36.1518241,-115.2343383,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002905,Hot-Dry,0.068090997175871,0.000271678978000
1785,32,003,003005,32003003005,30.05,Census Tract 30.05,+36.1702022,-115.2510505,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003005,Hot-Dry,0.050411557134967,0.000132316080500
1786,32,003,003006,32003003006,30.06,Census Tract 30.06,+36.1627246,-115.2514014,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003006,Hot-Dry,0.053914942523771,0.000136954043500
1787,32,003,003102,32003003102,31.02,Census Tract 31.02,+36.1775553,-115.2341174,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003102,Hot-Dry,0.053168364241933,0.000140851839500
1788,32,003,003204,32003003204,32.04,Census Tract 32.04,+36.2549219,-115.2626699,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003204,Hot-Dry,0.099458870047784,0.000478742093500
1789,32,029,970200,32029970200,9702,Census Tract 9702,+39.4383853,-119.5246462,"Dayton, NV Urban Cluster",C,G3200290970200,Cold,1.525199210569644,0.071735531242999
1790,32,003,002954,32003002954,29.54,Census Tract 29.54,+36.1209573,-115.2036958,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002954,Hot-Dry,0.039038917891108,0.000094856246000
1791,32,003,004709,32003004709,47.09,Census Tract 47.09,+36.1922549,-115.0710558,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030004709,Hot-Dry,0.050129559205005,0.000130369512000
1792,32,003,002915,32003002915,29.15,Census Tract 29.15,+36.1515190,-115.2705680,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002915,Hot-Dry,0.066576249523121,0.000274467077000
1793,32,003,002916,32003002916,29.16,Census Tract 29.16,+36.1515886,-115.2525584,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002916,Hot-Dry,0.066958040235554,0.000277982028000
1794,32,003,002919,32003002919,29.19,Census Tract 29.19,+36.1219460,-115.2519750,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002919,Hot-Dry,0.065314693446285,0.000264828476500
1795,32,003,002935,32003002935,29.35,Census Tract 29.35,+36.1202301,-115.2206891,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002935,Hot-Dry,0.038577478743942,0.000091344856500
1796,32,003,004926,32003004926,49.26,Census Tract 49.26,+36.1408556,-115.0383229,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030004926,Hot-Dry,0.052014942746355,0.000135635565000
1797,32,003,006104,32003006104,61.04,Census Tract 61.04,+36.1468851,-114.9675692,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030006104,Hot-Dry,0.485304550683281,0.010861532451500
1798,32,003,003314,32003003314,33.14,Census Tract 33.14,+36.3251871,-115.2630783,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003314,Hot-Dry,0.211764283041869,0.001586056163500
1799,32,003,003232,32003003232,32.32,Census Tract 32.32,+36.2646843,-115.3027826,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003232,Hot-Dry,0.155194048005007,0.001350602624500
1800,32,003,005843,32003005843,58.43,Census Tract 58.43,+36.1516982,-115.3262228,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005843,Hot-Dry,0.071226740053695,0.000305945558999
1801,32,003,003623,32003003623,36.23,Census Tract 36.23,+36.3006336,-115.1386414,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003623,Hot-Dry,0.393922493513179,0.002645796994000
1802,32,003,003620,32003003620,36.20,Census Tract 36.20,+36.2835220,-115.1781271,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003620,Hot-Dry,0.070164386163712,0.000235485030000
1803,32,003,003628,32003003628,36.28,Census Tract 36.28,+36.2734327,-115.0598574,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003628,Hot-Dry,0.280408297751783,0.002555583075500
1804,32,003,003632,32003003632,36.32,Census Tract 36.32,+36.2691396,-115.1754329,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003632,Hot-Dry,0.047919653741606,0.000133049819000
1805,32,003,003626,32003003626,36.26,Census Tract 36.26,+36.2445622,-115.1129847,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003626,Hot-Dry,0.165671873637656,0.000805490810500
1806,32,003,005437,32003005437,54.37,Census Tract 54.37,+36.1045511,-114.9246307,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005437,Hot-Dry,0.216097964720941,0.001899671956000
1807,32,003,005347,32003005347,53.47,Census Tract 53.47,+35.9764473,-115.1278562,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005347,Hot-Dry,0.176815314895164,0.000897918239000
1808,32,003,005348,32003005348,53.48,Census Tract 53.48,+35.9839410,-115.1137465,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005348,Hot-Dry,0.087615966116544,0.000325565629500
1809,32,003,005711,32003005711,57.11,Census Tract 57.11,+35.8655761,-115.0847801,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005711,Hot-Dry,1.277390541736525,0.056832078980003
1810,32,003,005357,32003005357,53.57,Census Tract 53.57,+36.0102289,-115.0185552,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005357,Hot-Dry,0.162494902669394,0.001301331209500
1811,32,003,005855,32003005855,58.55,Census Tract 58.55,+36.0477526,-115.2897813,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005855,Hot-Dry,0.080480274280932,0.000252659367000
1812,32,003,005856,32003005856,58.56,Census Tract 58.56,+36.0373032,-115.2871113,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005856,Hot-Dry,0.067466371579829,0.000185609329500
1813,32,003,007200,32003007200,72,Census Tract 72,+36.1973178,-114.9942221,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030007200,Hot-Dry,0.259724323727958,0.001489219652500
1814,32,003,003317,32003003317,33.17,Census Tract 33.17,+36.3049091,-115.2857195,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003317,Hot-Dry,0.042857728355213,0.000090338008500
1815,32,003,000526,32003000526,5.26,Census Tract 5.26,+36.1845886,-115.1027620,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030000526,Hot-Dry,0.032361917545405,0.000064782828000
1816,32,003,005355,32003005355,53.55,Census Tract 53.55,+35.9935095,-115.0722075,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005355,Hot-Dry,0.149006365903940,0.000710619951000
1817,32,003,002303,32003002303,23.03,Census Tract 23.03,+36.1393391,-115.1574740,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030002303,Hot-Dry,0.026421857584784,0.000037582018000
1818,32,003,005715,32003005715,57.15,Census Tract 57.15,+35.9638876,-115.0840910,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005715,Hot-Dry,0.105412688239473,0.000500407948500
1819,32,003,005846,32003005846,58.46,Census Tract 58.46,+36.1030592,-115.3217516,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005846,Hot-Dry,0.106873795514794,0.000431889359000
1820,32,003,005828,32003005828,58.28,Census Tract 58.28,+36.0050951,-115.2890620,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005828,Hot-Dry,0.064271964761559,0.000257857670500
1821,32,003,005839,32003005839,58.39,Census Tract 58.39,+35.9399000,-115.2122865,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005839,Hot-Dry,0.368141940496183,0.002556180911500
1822,32,003,006800,32003006800,68,Census Tract 68,+36.0849781,-115.1538881,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030006800,Hot-Dry,0.181500776738365,0.001546005478000
1823,32,003,007500,32003007500,75,Census Tract 75,+36.2560768,-115.6098388,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030007500,Hot-Dry,2.709834267306205,0.177360816242999
1824,32,003,005705,32003005705,57.05,Census Tract 57.05,+35.1485812,-114.7375884,"Bullhead City, AZ--NV Urban Cluster",C,G3200030005705,Hot-Dry,0.956588466242557,0.022307353518000
1825,32,003,007600,32003007600,76,Census Tract 76,+36.4213092,-114.2068706,"Mesquite, NV--AZ Urban Cluster",C,G3200030007600,Hot-Dry,3.061207393910486,0.241490986992500
1826,32,003,005827,32003005827,58.27,Census Tract 58.27,+35.8862856,-115.5113279,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005827,Hot-Dry,2.171123482295215,0.141778689054002
1827,32,003,007800,32003007800,78,Census Tract 78,+36.2576132,-114.9569786,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030007800,Hot-Dry,0.629661025805112,0.013895262975499
1828,32,003,005714,32003005714,57.14,Census Tract 57.14,+35.9580898,-115.1056901,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030005714,Hot-Dry,0.132359025997508,0.000681544791500
1829,32,510,000300,32510000300,3,Census Tract 3,+39.1369395,-119.8699383,"Carson City, NV Urbanized Area",U,G3205100000300,Cold,0.584060845549029,0.012143788674499
1830,32,510,000800,32510000800,8,Census Tract 8,+39.1289262,-119.7253752,"Carson City, NV Urbanized Area",U,G3205100000800,Cold,0.293741220280715,0.002871314353000
1831,32,510,000200,32510000200,2,Census Tract 2,+39.1786872,-119.7749373,"Carson City, NV Urbanized Area",U,G3205100000200,Cold,0.077139424194484,0.000269933667000
1832,32,510,000600,32510000600,6,Census Tract 6,+39.1582150,-119.7471228,"Carson City, NV Urbanized Area",U,G3205100000600,Cold,0.123056706960916,0.000724892859500
1833,32,510,000100,32510000100,1,Census Tract 1,+39.1616650,-119.7713009,"Carson City, NV Urbanized Area",U,G3205100000100,Cold,0.095317539189608,0.000296538002500
1834,32,510,000400,32510000400,4,Census Tract 4,+39.2174905,-119.7225184,"Carson City, NV Urbanized Area",U,G3205100000400,Cold,0.340208534132651,0.004132439061499
1835,32,001,950302,32001950302,9503.02,Census Tract 9503.02,+39.4731745,-118.7886952,"Fallon, NV Urban Cluster",C,G3200010950302,Cold,0.109618009484739,0.000609813207500
1836,32,001,950301,32001950301,9503.01,Census Tract 9503.01,+39.4744137,-118.7685478,"Fallon, NV Urban Cluster",C,G3200010950301,Cold,0.105914876235805,0.000458426538000
1837,32,001,950700,32001950700,9507,Census Tract 9507,+39.3125237,-118.8960233,"Fallon, NV Urban Cluster",C,G3200010950700,Cold,2.183329159005566,0.107429767804501
1838,32,007,951401,32007951401,9514.01,Census Tract 9514.01,+40.9284006,-115.5329201,"Elko, NV Urban Cluster",C,G3200070951401,Cold,1.259320482254497,0.032152474665001
1839,32,013,010702,32013010702,107.02,Census Tract 107.02,+40.9216026,-117.6743047,"Winnemucca, NV Urban Cluster",C,G3200130010702,Cold,0.710565160147995,0.020265358832500
1840,32,007,951202,32007951202,9512.02,Census Tract 9512.02,+40.4717845,-115.7940149,"Spring Creek South, NV Urban Cluster",C,G3200070951202,Cold,3.159637373576325,0.301907850701001
1841,32,007,951402,32007951402,9514.02,Census Tract 9514.02,+40.8158763,-115.4285063,"Spring Creek South, NV Urban Cluster",C,G3200070951402,Cold,1.604586893355782,0.089272635325998
1842,32,007,950702,32007950702,9507.02,Census Tract 9507.02,+41.0931599,-115.7874914,"Elko, NV Urban Cluster",C,G3200070950702,Cold,3.876045079123978,0.359290657436002
1843,32,007,950701,32007950701,9507.01,Census Tract 9507.01,+40.8460586,-115.8069993,"Elko, NV Urban Cluster",C,G3200070950701,Cold,0.204332484222084,0.001123880927500
1844,32,007,951201,32007951201,9512.01,Census Tract 9512.01,+40.6956500,-115.5504947,"Spring Creek South, NV Urban Cluster",C,G3200070951201,Cold,0.554843835298869,0.006205899453500
1845,32,021,970700,32021970700,9707,Census Tract 9707,+38.5462020,-118.6530842,"Hawthorne, NV Urban Cluster",C,G3200210970700,Cold,1.455480424680399,0.054016119289002
1846,32,021,970800,32021970800,9708,Census Tract 9708,+38.5166470,-118.4162794,Rural Area,R,G3200210970800,Cold,6.518758572861513,0.966387774063499
1847,32,031,001901,32031001901,19.01,Census Tract 19.01,+39.5386391,-119.7718839,"Reno, NV--CA Urbanized Area",U,G3200310001901,Cold,0.053510932637841,0.000110391435000
1848,32,031,003501,32031003501,35.01,Census Tract 35.01,+40.8936359,-119.6423719,"Reno, NV--CA Urbanized Area",U,G3200310003501,Cold,9.301911535786211,1.428980406185507
1849,32,031,001104,32031001104,11.04,Census Tract 11.04,+39.4926319,-119.8353409,"Reno, NV--CA Urbanized Area",U,G3200310001104,Cold,0.113712181735196,0.000418330391000
1850,32,031,002603,32031002603,26.03,Census Tract 26.03,+39.6659637,-119.9140487,"Reno, NV--CA Urbanized Area",U,G3200310002603,Cold,0.206963444920962,0.001813278403500
1851,32,031,002103,32031002103,21.03,Census Tract 21.03,+39.4841063,-119.7065137,"Reno, NV--CA Urbanized Area",U,G3200310002103,Cold,0.316548352855101,0.002476431949500
1852,32,031,003504,32031003504,35.04,Census Tract 35.04,+39.6815911,-119.7201155,"Reno, NV--CA Urbanized Area",U,G3200310003504,Cold,0.277363296935335,0.002915115780500
1853,32,031,002104,32031002104,21.04,Census Tract 21.04,+39.4790979,-119.7320585,"Reno, NV--CA Urbanized Area",U,G3200310002104,Cold,0.174745334351853,0.000817884048000
1854,32,031,003101,32031003101,31.01,Census Tract 31.01,+39.5317098,-119.7174836,"Reno, NV--CA Urbanized Area",U,G3200310003101,Cold,0.284898394031670,0.002250989410500
1855,32,031,001105,32031001105,11.05,Census Tract 11.05,+39.4979034,-119.8509194,"Reno, NV--CA Urbanized Area",U,G3200310001105,Cold,0.111247285366047,0.000435620507000
1856,32,031,001103,32031001103,11.03,Census Tract 11.03,+39.4892616,-119.8718506,"Reno, NV--CA Urbanized Area",U,G3200310001103,Cold,0.196431711196415,0.001253505338000
1857,32,011,000100,32011000100,1,Census Tract 1,+39.9777878,-116.2722082,Rural Area,R,G3200110000100,Cold,5.230734156546234,1.141565701945000
1858,32,033,970200,32033970200,9702,Census Tract 9702,+39.1151145,-115.1951682,"Ely, NV Urban Cluster",C,G3200330970200,Cold,4.423085894471538,0.642469354713502
1859,32,033,970100,32033970100,9701,Census Tract 9701,+39.5742448,-114.8154403,Rural Area,R,G3200330970100,Cold,7.386508282007313,1.759186461588501
1860,32,033,970300,32033970300,9703,Census Tract 9703,+39.2711341,-114.9128846,"Ely, NV Urban Cluster",C,G3200330970300,Cold,0.457813043555154,0.009065290821000
1861,32,031,002801,32031002801,28.01,Census Tract 28.01,+39.5579534,-119.7648853,"Reno, NV--CA Urbanized Area",U,G3200310002801,Cold,0.101520321720574,0.000341871703500
1862,32,031,003202,32031003202,32.02,Census Tract 32.02,+39.3012900,-119.7369731,"Reno, NV--CA Urbanized Area",U,G3200310003202,Cold,0.748049385210774,0.016137360129999
1863,32,031,003503,32031003503,35.03,Census Tract 35.03,+39.6281467,-119.7440278,"Reno, NV--CA Urbanized Area",U,G3200310003503,Cold,0.354774136270953,0.002175665933500
1864,32,031,000300,32031000300,3,Census Tract 3,+39.5124792,-119.8118031,"Reno, NV--CA Urbanized Area",U,G3200310000300,Cold,0.053023958426289,0.000159171977500
1865,32,031,000700,32031000700,7,Census Tract 7,+39.5214439,-119.7961122,"Reno, NV--CA Urbanized Area",U,G3200310000700,Cold,0.065449039312420,0.000238403495000
1866,32,031,000900,32031000900,9,Census Tract 9,+39.5007661,-119.7949111,"Reno, NV--CA Urbanized Area",U,G3200310000900,Cold,0.046117399540752,0.000125373904000
1867,32,031,001005,32031001005,10.05,Census Tract 10.05,+39.4846383,-119.8021414,"Reno, NV--CA Urbanized Area",U,G3200310001005,Cold,0.072218913140109,0.000259677259500
1868,32,031,001101,32031001101,11.01,Census Tract 11.01,+39.5120278,-119.8423780,"Reno, NV--CA Urbanized Area",U,G3200310001101,Cold,0.060935325762267,0.000168831939000
1869,32,031,001300,32031001300,13,Census Tract 13,+39.5326047,-119.8397821,"Reno, NV--CA Urbanized Area",U,G3200310001300,Cold,0.069249969006624,0.000166679755500
1870,32,031,001400,32031001400,14,Census Tract 14,+39.5358477,-119.8245448,"Reno, NV--CA Urbanized Area",U,G3200310001400,Cold,0.045890345114961,0.000104556268000
1871,32,017,950100,32017950100,9501,Census Tract 9501,+38.1591637,-114.4983787,Rural Area,R,G3200170950100,Cold,4.428089228144708,0.978733503637002
1872,32,017,950200,32017950200,9502,Census Tract 9502,+37.4680496,-115.0589325,"Mesquite, NV--AZ Urban Cluster",C,G3200170950200,Cold,6.320459655999520,1.833894144026003
1873,32,031,003110,32031003110,31.10,Census Tract 31.10,+39.5505298,-119.7119706,"Reno, NV--CA Urbanized Area",U,G3200310003110,Cold,0.067010767839937,0.000190031495500
1874,32,031,001902,32031001902,19.02,Census Tract 19.02,+39.5400527,-119.7606046,"Reno, NV--CA Urbanized Area",U,G3200310001902,Cold,0.059462033230520,0.000164309989000
1875,32,031,002105,32031002105,21.05,Census Tract 21.05,+39.4887461,-119.7429756,"Reno, NV--CA Urbanized Area",U,G3200310002105,Cold,0.099329375995600,0.000169169145000
1876,32,031,002106,32031002106,21.06,Census Tract 21.06,+39.4839436,-119.7547749,"Reno, NV--CA Urbanized Area",U,G3200310002106,Cold,0.049085627606791,0.000124606049000
1877,32,031,001009,32031001009,10.09,Census Tract 10.09,+39.4979760,-119.8050700,"Reno, NV--CA Urbanized Area",U,G3200310001009,Cold,0.043884223110725,0.000088414542500
1878,32,031,002204,32031002204,22.04,Census Tract 22.04,+39.4725159,-119.7773819,"Reno, NV--CA Urbanized Area",U,G3200310002204,Cold,0.087063680358128,0.000422914087000
1879,32,031,002401,32031002401,24.01,Census Tract 24.01,+39.5446584,-119.8532148,"Reno, NV--CA Urbanized Area",U,G3200310002401,Cold,0.083177942223664,0.000252717340000
1880,32,031,002406,32031002406,24.06,Census Tract 24.06,+39.5329418,-119.8559717,"Reno, NV--CA Urbanized Area",U,G3200310002406,Cold,0.066261940271151,0.000231002787000
1881,32,031,002802,32031002802,28.02,Census Tract 28.02,+39.5491947,-119.7619546,"Reno, NV--CA Urbanized Area",U,G3200310002802,Cold,0.057839197542446,0.000150591865500
1882,32,031,002901,32031002901,29.01,Census Tract 29.01,+39.5604914,-119.7430603,"Reno, NV--CA Urbanized Area",U,G3200310002901,Cold,0.059223905978443,0.000147432991000
1883,32,031,002902,32031002902,29.02,Census Tract 29.02,+39.5517566,-119.7433021,"Reno, NV--CA Urbanized Area",U,G3200310002902,Cold,0.054120571313388,0.000167082591000
1884,32,031,003000,32031003000,30,Census Tract 30,+39.5409752,-119.7436751,"Reno, NV--CA Urbanized Area",U,G3200310003000,Cold,0.062253042410171,0.000237368818000
1885,32,031,003105,32031003105,31.05,Census Tract 31.05,+39.5634716,-119.7288619,"Reno, NV--CA Urbanized Area",U,G3200310003105,Cold,0.053563258281987,0.000121380985500
1886,32,031,003106,32031003106,31.06,Census Tract 31.06,+39.5483637,-119.7255288,"Reno, NV--CA Urbanized Area",U,G3200310003106,Cold,0.062546529086524,0.000230372906500
1887,32,003,003423,32003003423,34.23,Census Tract 34.23,+36.1894852,-115.2165348,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003423,Hot-Dry,0.065177545535046,0.000197921993000
1888,32,005,001300,32005001300,13,Census Tract 13,+38.9205938,-119.8259388,"Gardnerville Ranchos, NV Urban Cluster",C,G3200050001300,Cold,0.521468461045238,0.009809294125499
1889,32,005,001500,32005001500,15,Census Tract 15,+38.9354429,-119.7365795,"Gardnerville Ranchos, NV Urban Cluster",C,G3200050001500,Cold,0.197295036334411,0.001045213525000
1890,32,005,001400,32005001400,14,Census Tract 14,+38.9584747,-119.7688496,"Gardnerville Ranchos, NV Urban Cluster",C,G3200050001400,Cold,0.151171257547842,0.000740730707500
1891,32,005,002400,32005002400,24,Census Tract 24,+38.8206762,-119.5898293,"Gardnerville Ranchos, NV Urban Cluster",C,G3200050002400,Cold,1.570362145788340,0.038411995385999
1892,32,003,003500,32003003500,35,Census Tract 35,+36.1993503,-115.1585537,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003500,Hot-Dry,0.041708202719965,0.000098560290000
1893,32,003,003219,32003003219,32.19,Census Tract 32.19,+36.1929700,-115.2740979,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003219,Hot-Dry,0.070626304776184,0.000230365603000
1894,32,005,001200,32005001200,12,Census Tract 12,+38.8994399,-119.7588305,"Gardnerville Ranchos, NV Urban Cluster",C,G3200050001200,Cold,0.158485705752963,0.001064716287500
1895,32,005,001100,32005001100,11,Census Tract 11,+38.8871007,-119.7329987,"Gardnerville Ranchos, NV Urban Cluster",C,G3200050001100,Cold,0.082463992102396,0.000353269566500
1896,32,003,003210,32003003210,32.10,Census Tract 32.10,+36.2104512,-115.3285304,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003210,Hot-Dry,0.064009389766499,0.000204494300500
1897,32,003,003211,32003003211,32.11,Census Tract 32.11,+36.2152208,-115.2968175,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003211,Hot-Dry,0.094632919640803,0.000256973973000
1898,32,003,003213,32003003213,32.13,Census Tract 32.13,+36.2092685,-115.3111745,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003213,Hot-Dry,0.058704048845127,0.000178771560000
1899,32,003,003214,32003003214,32.14,Census Tract 32.14,+36.2071174,-115.2880467,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003214,Hot-Dry,0.054988143132885,0.000154632201500
1900,32,007,950900,32007950900,9509,Census Tract 9509,+40.8266785,-115.7924947,"Elko, NV Urban Cluster",C,G3200070950900,Cold,0.146120642177234,0.000480617682500
1901,32,007,951300,32007951300,9513,Census Tract 9513,+40.8487556,-115.7369448,"Elko, NV Urban Cluster",C,G3200070951300,Cold,0.154110829074425,0.000883124612500
1902,32,007,951600,32007951600,9516,Census Tract 9516,+40.6855290,-116.0170133,Rural Area,R,G3200070951600,Cold,2.057490895538412,0.122363448402000
1903,32,003,003215,32003003215,32.15,Census Tract 32.15,+36.2005107,-115.2707974,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003215,Hot-Dry,0.059684005186334,0.000139536813000
1904,32,003,003303,32003003303,33.03,Census Tract 33.03,+36.2709386,-115.2521784,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003303,Hot-Dry,0.070505873987155,0.000249601933500
1905,32,003,003220,32003003220,32.20,Census Tract 32.20,+36.1832291,-115.2738498,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003220,Hot-Dry,0.076227136180213,0.000299756731500
1906,32,003,003305,32003003305,33.05,Census Tract 33.05,+36.2556476,-115.2367681,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003305,Hot-Dry,0.078651664999329,0.000325132989000
1907,32,031,002206,32031002206,22.06,Census Tract 22.06,+39.4500949,-119.7434524,"Reno, NV--CA Urbanized Area",U,G3200310002206,Cold,0.145903467969173,0.000898582967000
1908,32,031,002209,32031002209,22.09,Census Tract 22.09,+39.4242360,-119.7248026,"Reno, NV--CA Urbanized Area",U,G3200310002209,Cold,0.144627994202155,0.000734025805000
1909,32,003,003262,32003003262,32.62,Census Tract 32.62,+36.1987599,-115.3319788,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003262,Hot-Dry,0.066128925885523,0.000230238061000
1910,32,003,003607,32003003607,36.07,Census Tract 36.07,+36.2540962,-115.1622909,"Las Vegas--Henderson, NV Urbanized Area",U,G3200030003607,Hot-Dry,0.062140702100612,0.000254672787500
